ID,Title,Authors,Source,Journal,Database,Type,Language,Publication year,Descriptor(s),Keyword(s),Publication Country,Fulltext URL, Abstract,Entry Date,Volume number,Issue number,DOI,ISSN,Accession number,PMCID
"biblio-1587881","Uso de Álcool e Outras Drogas Narrados por Homens Trans/ Use of Alcohol and Other Drugs Narrated by Trans Men/ Uso de Alcohol y Otras Drogas Narrados por Hombres Trans","Pinho, Paula Hayasi; Cortes, Helena Moraes; Lacerda, Luanna Carolyne Silva de","Estud. Pesqui. Psicol. (Online);24: e74993, jan. 2024.","Estud. Pesqui. Psicol. (Online)","LILACS","article","pt","2024","Humanos; Masculino; Adolescente; Adulto; Pessoa de Meia-Idade; Saúde Mental; Transtornos Relacionados ao Uso de Substâncias; Populações Vulneráveis; Consumo Excessivo de Bebidas Alcoólicas; Pessoas Transgênero; Sistema Único de Saúde; Brasil; Atitude do Pessoal de Saúde; Acessibilidade aos Serviços de Saúde","Consumo de sustancias psicoactivas; Health services; Hombres trans; Homens trans; Mental health; Salud mental; Saúde mental; Servicios de salud; Serviços de saúde; Transmen; Use of psychoactive substances; Uso de substâncias psicoativas","BRASIL","https://www.e-publicacoes.uerj.br/revispsi/article/view/74993/52596","O uso de substâncias psicoativas é um marcador significativo de enfrentamento entre indivíduos em situações de vulnerabilidade. Violações físicas, psicológicas e institucionais vivenciadas pela população trans podem ser propulsoras desse uso. Assim, objetivou-se analisar como o uso de substâncias psicoativas está presente na trajetória terapêutica de homens trans em busca do processo transexualizador no SUS. Trata-se de estudo exploratório com 31 homens trans, maiores de 18 anos, admitidos em dois espaços de cuidado e acolhimento a pessoas trans do nordeste brasileiro. Os dados foram coletados por meio de entrevistas semiestruturadas e analisados por análise temática. Os resultados apontaram dificuldades de acesso ao mercado de trabalho, entraves no processo transexualizador, e sentimentos de desesperança, relatados como motivadores ao uso recorrente de substâncias psicoativas. Os fatores protetivos estão relacionados aos vínculos afetivos, à rede social sólida e ao controle do uso devido a associações medicamentosas. Dessa forma, a análise sobre o consumo de substâncias psicoativas por homens trans permitiu a compreensão da sua possível relação com situações de risco às quais essa população está exposta e suas implicações para a saúde, bem como possibilita a problematização e discussão acerca de ações preventivas e políticas públicas que reconheçam e abranjam suas reais necessidades.",20250219,24,,10.12957/epp.2024.74993,1808-4281,,
"mdl-38063151","[Mental Health in Primary Health Care: A Reality Far from Ideal]./ Saúde Mental nos Cuidados de Saúde Primários: Uma Realidade Longe do Ideal.","Alcântara, Beatriz; Rainho, Marta","Acta Med Port;37(1): 66-67, 2024 Jan 03. ","Acta Med Port","MEDLINE","article","pt","2024","Transtornos Mentais; Saúde Mental; Humanos; Estudos Retrospectivos; Benzodiazepinas; Atenção Primária à Saúde/organização & administração; Hipnóticos e Sedativos","Clinical; Delivery of Health Care; Mental Disorders; Portugal; Primary Health Care; Psychology","PORTUGAL","https://dx.doi.org/10.20344/amp.20596","",20231208,37,1,10.20344/amp.20596,1646-0758,,
"mdl-39775658","Mental health in the Tupinambá community of Serra do Padeiro, southern Bahia, Brazil: community and struggle as sources of health./ Saúde mental na comunidade Tupinambá da Serra do Padeiro, sul da Bahia, Brasil: comunidade e luta como fontes de saúde.","Mendes, Leonardo José de Alencar; Varga, István van Deursen; Torrenté, Mônica de Oliveira Nunes de","Cien Saude Colet;29(12): e13832023, 2024 Dec. ","Cien Saude Colet","MEDLINE","article","pt","2024","Saúde Mental; Brasil; Humanos; Indígenas Sul-Americanos/psicologia; Adaptação Psicológica; Serviços de Saúde do Indígena/organização & administração; Entrevistas como Assunto","","BRASIL","https://dx.doi.org/10.1590/1413-812320242912.13832023","This work presents concepts and practices linked to mental health in the Tupinambá Indigenous community of Serra do Padeiro in southern Bahia, Brazil. This qualitative cartographic research mapped existing processes and relationships in the Tupinambá territory. Data production techniques were participant observation, semi-structured interviews, field diary, and bibliographic studies. Shared responsibility characterizes how Indigenous medicine care is organized in the territory. The factors that produce psychosocial distress, care practices, and conflict coping are understood from the interactions between Indigenous and non-Indigenous ways of care. The inseparability between psychic and social is combined with territorial dimensions, reinforcing the link between mental health and daily community life. The struggle for territory enables the reconstruction of a subjective ethos that refuses servitude, moving from previous conditions of precariousness and subalternity, with expulsion from the territory to other more autonomous and collective subjectivation processes. The example of Serra do Padeiro highlights that the struggle offers the most significant health.",20250108,29,12,10.1590/1413-812320242912.13832023,1678-4561,,
"biblio-1568415","Ideação suicida entre profissionais de saúde: uma investigação na atenção básica/ Suicidal ideation among health professionals: an investigation in primary care/ Ideación suicidial en profesionales de la salud: uma investigación en la atención primaria","Medeiros, Nívia Samara Dantas de; Sena, Romeika Carla Ferreira de; Brasileiro, Lízie Emanuelle Eulálio; Fernandes, Maria Isabel da Conceição Dias; Azevedo, Dulcian Medeiros de","Rev. enferm. atenção saúde;13(1): 202410, nov. - mar. 2024. tab","Rev. enferm. atenção saúde","BDENF","article","en","2024","Humanos; Masculino; Feminino; Adulto; Pessoa de Meia-Idade; Idoso; Atenção Primária à Saúde; Saúde Mental; Pessoal de Saúde; Ideação Suicida; Centros de Saúde","Atenção Primária à Saúde; Ideação Suicida; Pessoal de Saúde; Saúde Mental","","https://seer.uftm.edu.br/revistaeletronica/index.php/enfer/article/view/6697/7286","Objetivos: investigar a prevalência de ideação suicida entre profissionais de saúde que atuam na atenção básica. Método: estudo descritivo, transversal e quantitativo, realizado com 57 profissionais de saúde de Unidades Básicas de Saúde entre 2020 e 2021, utilizando dois instrumentos: Questionário sociodemográfico e ocupacional e fatores de risco para Ideação Suicida e a Escala de Ideação Suicida de Beck. A prevalência foi analisada por meio de frequências relativas e absolutas, sendo utilizados os testes de Qui-Quadrado e U de Mann- Whitney para verificar associação entre as variáveis. Resultados: Verificou-se que 80,7% não possuía conflitos permanentes com colegas, tinham uma boa relação com colegas (87,7%), não vivenciaram situação de assédio moral (73,7%), sem baixa autoestima (84,2%) e boa relação com a família (86%), com prevalência de 3,5% de Ideação Suicida. Conclusão: Observou-se baixa prevalência de ideação suicida na população estudada, tendo sido encontrada associação estatisticamente significativa com a variável baixa autoestima (AU).",20240903,13,1,10.18554/reas.v13i1.6697,2317-1154,,
"biblio-1568425","Saúde mental de trabalhadores de radioterapia após pandemia por COVID-19: resultados de um estudo multicêntrico/ The mental health of radiation therapy workers after pandemic COVID-19: results of a multicenter study/ Salud mental de los trabajadores de radioterapia tras la pandemia por COVID-19: resultados de un estudio multicéntrico","Salvador, Gabriela Bernal; Oliveira, Ângela Neves; Santos, Jaqueline Almeida dos; Souza, Dayana Dermani de Aguiar; Paula, Mateus Frederico; Boggis, Lívia Marques Dias; Paula, Lívia Loamí Ruyz Jorge","Rev. enferm. atenção saúde;13(1): 202405, nov. - mar. 2024. tab","Rev. enferm. atenção saúde","BDENF","article","en","2024","Humanos; Masculino; Feminino; Adulto; Adulto Jovem; Radioterapia; Saúde Mental; Saúde Ocupacional; COVID-19; Ansiedade; Qualidade de Vida; Depressão","COVID-19; Radioterapia; Saúde Mental; Saúde Ocupacional","","https://seer.uftm.edu.br/revistaeletronica/index.php/enfer/article/view/6669/7256","Objetivo: Avaliar os níveis de resiliência, qualidade de vida (QV), ansiedade e depressão de trabalhadores de radioterapia após pandemia por COVID-19. Método: Estudo transversal, realizado com 49 trabalhadores de três hospitais oncológicos. Aplicou-se quatro questionários a partir de uma survey enviada por mensagem. Para análise dos resultados, utilizou-se estatística descritiva, testes de comparação, bem como Modelos de Regressão Linear e Logística. Resultados: Os trabalhadores apresentavam níveis moderados a elevados de ansiedade e QV e 28,6% apresentavam depressão. Participantes casados foram relacionados a melhores níveis de ansiedade e QV, sendo que quem tinha filhos apresentavam 3,57 vezes mais chance de ter alta resiliência. Conclusão: Pode-se observar altos níveis de resiliência, QV e menor presença de ansiedade e depressão nos participantes. Ações voltadas para avaliação contínua e melhorias da saúde mental dos trabalhadores em radioterapia são necessárias para evitar novos casos de burnout e aumento do número afastamento entre esses profissionais (AU).",20240903,13,1,10.18554/reas.v13i1.6669,2317-1154,,
"biblio-1586999","Webséries para mediar ações de cuidado à saúde mental de enfermeiros/ Webseries to measure mental health care actions for nurses/ Serie web para medir acciones de cuidado en salud mental para enfermeros","Rodrigues, Diana Madeira; Arrais, Diego João de Lima; Soares, Elannira Amaral; Paes, Fernanda Teixeira; Costa, Fernanda de Nazaré de Almeida; Sousa, Letícia Barbosa de; Miranda, Shirley Aviz de; Castro, Nádile Juliane Costa de","Rev. Enferm. Atual In Derme;98(4)out.-dez. 2024.","Rev. Enferm. Atual In Derme","BDENF","article","pt","2024","Saúde Mental; Enfermagem; Tecnologia Educacional; Webcast","","","https://fi-admin.bvsalud.org/document/view/jgy8r","Objetivo: Relatar a experiência do processo de construção de webséries para mediar ações de cuidado à saúde mental de enfermeiros. Método: relato de experiência sistematizado em três passos: síntese de evidências da literatura (passo1), identificação de temas geradores (passo 2), produção de uma tecnologia educacional audiovisual (passo 3). A experiência ocorreu durante uma atividade curricular de um programa de pós-graduação em enfermagem de uma universidade da região Norte, no período de junho a setembro de 2021. Participaram quatro discentes, dois docentes e um colaborador. Resultados: da síntese de evidencias emergiram 03 publicações. Das publicações emergiram 03 temas geradores. As produções foram divulgadas por meio de um canal na plataforma do Youtube. Adotou-se a estratégia Webséries. A série 1 tratou de Promoção à saúde; a 2 de Imapactos; a 3 de Rede de apoio. Conclusões: A experiência de construção de webséries como atividade curricular permitiu que a equipe, de forma ativa, se apropriasse de evidências sobre saúde mental de enfermeiros bem como se envolvesse no processo de produção de tecnologia audiovisual. As webséries se mostraram inovadoras, além de baixo custo e grande potencial de abrangência",20250206,98,4,10.31011/reaid-2024-v.98-n.4-art.2024,2447-2034,,
"biblio-1587209","Percepção de melhora do sofrimento mental com o uso de práticas integrativas e complementares/ Improvement perception in mental suffering using integrative and complementary practices/ Percepción de mejora en sufrimiento mental usando prácticas integrativas y complementarias","Hences, Luiza; Kantorski, Luciane Prado; Couto, Maria Laura de Oliveira","Rev. enferm. atenção saúde;13(3): 202436, ago.-nov. 2024.","Rev. enferm. atenção saúde","BDENF","article","en","2024","Humanos; Masculino; Feminino; Adulto; Pessoa de Meia-Idade; Adulto Jovem; Terapias Complementares; Saúde Mental; Enfermagem; Serviços de Saúde Mental","Enfermagem; Saúde Mental; Serviços de Saúde Mental; Terapias  Complementares","","https://seer.uftm.edu.br/revistaeletronica/index.php/enfer/article/view/5831/7797","Objetivo: conhecer a percepção de melhora do estado de sofrimento mental dos usuários dos serviços públicos de saúde após a utilização de Práticas Integrativas e Complementares. Método: estudo descritivo de abordagem qualitativa realizado com treze usuários de três serviços públicos de saúde, de setembro a outubro de 2019. Para a coleta de dados foi utilizado um roteiro semiestruturado. As entrevistas foram gravadas, transcritas e categorizadas para discussão temática. Resultados: foram entrevistados nove mulheres e quatro homens, todos com idade entre 20 e 61 anos. Sete dos entrevistados tinham depressão e ansiedade associados. Os participantes relataram melhora nos sinais e sintomas de depressão e ansiedade, bem como sensação de tranquilidade após utilização de uma Prática Integrativa e Complementar. Conclusões: a partir da utilização de práticas integrativas e complementares, os usuários revelaram melhora psíquica, com percepção da manutenção do equilíbrio emocional e bem-estar (AU).",20250210,13,3,10.18554/reas.v13i3.5831,2317-1154,,
"biblio-1587348","Isolamento social e solidão em estudantes universitários: revisão integrativa de literatura/ Social isolation and loneliness in university students and related factors: an integrative literature review/ Aislamiento social y soledad en estudiantes universitarios y factores relacionados: una revisión  integradora de la literatura","Jantara, Romario Daniel; Abreu, Daiane Porto Gautério; Paula, Ana Cláudia Schuab Faria de; Jantara, Adrieli; Ziani, Jarbas da Silva","Rev. enferm. atenção saúde;13(3): 202442, ago.-nov. 2024. ilus","Rev. enferm. atenção saúde","BDENF","article","en","2024","Humanos; Isolamento Social; Estudantes; Saúde Mental; Solidão","Estudantes; Isolamento Social; Saúde Mental; Solidão","","https://seer.uftm.edu.br/revistaeletronica/index.php/enfer/article/view/5930/7841","Objetivo: identificar as publicações sobre o isolamento social e a solidão em estudantes universitários e os fatores relacionados a essas problemáticas de saúde. Método: Revisão integrativa de literatura, realizada a partir de uma busca em cinco bases de dados: Medline, PsycInfo, Science Direct, Web of Science e LILACS, a partir dos seguintes termos: Social Isolation, Loneliness e Students. Após aplicação de critérios de inclusão e exclusão, foram selecionados 28 artigos de diferentes nacionalidades. Resultados: Evidenciou-se que o isolamento social e a solidão em universitários estão associados a inúmeras condições negativas e comportamentos de risco à saúde. Em contrapartida, identificou-se o importante papel do apoio social e do senso de comunidade no enfrentamento da solidão. Conclusões: observa-se impactos do isolamento social e solidão na saúde dos universitários, caracterizando esses dois fenômenos como importantes problemas de saúde pública, que demandam atenção de pesquisadores e trabalhadores da saúde (AU).",20250212,13,3,10.18554/reas.v13i3.5930,2317-1154,,
"biblio-1587831","Uso do chatbot no enfrentamento da ansiedade: uma revisão integrativa/ Chatbot use in coping with anxiety: an integrative review/ Uso de chatbots para hacer frente a la ansiedad: una revisión integrativa","Ferreira, Diego da Silva; Martins, Camila Barroso; Barbalho, Ingridy Marina Pierre; Maciel, Nathanael de Souza; Oliveira, Brena Shellem Bessa de; Jorge, Maria Salete Bessa","Rev. Enferm. Atual In Derme;98(2)abr.-jun. 2024.","Rev. Enferm. Atual In Derme","BDENF","article","pt","2024","Ansiedade; Inteligência Artificial; Saúde Mental","","","https://fi-admin.bvsalud.org/document/view/v59uh","Introdução: Segundo a Organização Mundial da Saúde, a ansiedade é considerada um problema de saúde pública e requer estratégias inovadoras de enfrentamento, como por exemplo, o uso do chatbot que é uma inteligência artificial capaz de simular diálogo com os usuários. Objetivo: Investigar informações sobre o uso do chatbot no enfrentamento da ansiedade. Método: Trata-se de uma revisão integrativa da literatura. A questão norteadora foi elaborada com base na estratégia PICO. A questão norteadora foi ""Quais as evidências disponíveis na literatura sobre o uso do chatbot no enfrentamento da ansiedade?"".A busca ocorreu em março de 2022 nas seguintes bases: Medical Literature Analysis and Retrieval System Online, Scopus, Cochrane, Web of Science e Literatura Latino-Americana e do Caribe em Ciências da Saúde. Resultados: Foram identificados 592 artigos nas buscas empregadas nas bases de dados selecionadas para a condução da revisão, sendo excluídas 22 publicações duplicadas e, após a leitura de títulos, resumos e descritores, 11 artigos foram analisados na íntegra. De acordo com os artigos analisados, os chatbots podem oferecer conteúdos relacionados a autoavaliação guiada e dicas para as seguintes áreas: estresse, ansiedade, depressão, sono e autoestima. O uso do chatbot em saúde mental pode engajar usuários e reduzir significativamente os sintomas de ansiedade, depressão e níveis de estresse. Considerações finais: Há um potencial impacto dos chatbots como uma intervenção transdiagnóstica de baixo custo no enfrentamento da ansiedade que pode ser amplamente divulgada para melhorar a saúde mental de milhões de pessoas em todo o mundo",20250218,98,2,10.31011/reaid-2024-v.98-n.2-art.2140,2447-2034,,
"biblio-1588757","Mortalidade por suicidio na cidade de Maringá- Paraná entre 2019 e 2023/ Suicide mortality in the city of Maringá- Paraná between 2019 and 2023/ Mortalidad por suicidio en la ciudad de Maringá- Paraná entre 2019 y 2023","Evangelista, Fernanda Ferreira; Silva, Milena Grilo da; Silva, Kauã Matheus da; Ferreira, Willian Costa; Lima, Daniel Augusto Nunes de; Evangelista, Giovana Ferreira","Rev. Enferm. Atual In Derme;98(4)out.-dez. 2024.","Rev. Enferm. Atual In Derme","BDENF","article","pt","2024","Suicídio; Saúde Mental; Epidemiologia; Mortalidade","","","https://fi-admin.bvsalud.org/document/view/96qf7","Objetivo: Analisar o perfil epidemiológico dos casos de mortalidade por suicídio em Maringá, Paraná. Método: Trata-se de um estudo descritivo e retrospectivo, de abordagem quantitativa, com dados epidemiológicos referentes a mortalidade por suicídio na população da cidade de Maringá, Paraná, entre janeiro de 2019 a dezembro de 2023. Foram utilizadas informações coletadas do Departamento de Informática do Sistema Único de Saúde, entre junho e agosto de 2024, e selecionados os códigos da Classificação Estatística Internacional de Doenças e Problemas Relacionados com a Saúde (CID-10) constantes no capítulo XX, referente às causas externas de morbidade e de mortalidade (códigos X60-X84). Os dados foram tabulados e analisados no programa Microsoft Excel e expressos em números absolutos, relativos e desvio padrão. O Teste ""T"" de Student foi utilizado para comparar os sexos, com significância definida em p < 0,05. Resultados: Foram registrados 137 casos de suicídio, sendo o enforcamento, estrangulamento e sufocação o método predominante (78/ 56,93%). Houve prevalência significativa de suicídios entre homens em todas as categorias, exceto no uso de medicamentos, onde não houve diferença estatística (p<0,05). O ano de 2023 apresentou o maior número de notificações, e setembro o mês de maior ocorrência em todos os anos avaliados. A maioria das vítimas tinham idades entre 20 e 39 anos, escolaridade de 8 a 11 anos, solteiras, autodeclaradas brancas e, na maioria das vezes, cometeram o suicídio em suas residências. Conclusão: Os resultados evidenciaram a importância de fortalecer políticas públicas em saúde mental neste município, principalmente programas de prevenção ao suicídio, com enfoque nos grupos vulneráveis e intervenções na atenção primária e nos serviços de saúde mental",20250228,98,4,10.31011/reaid-2024-v.98-n.4-art.2401,2447-2034,,
"biblio-1589556","Atividade educativa mediada pela arte sobre o bullying com adolescentes: relato de experiência/ Educational activity mediated by art on bullying with adolescents: experience report/ Actividad educativa mediada por el arte sobre el bullying con adolescentes: informe de experiencia","Silva, Letícia de Oliveira Moreira; Henrique, Camila Stefani Salsa; Silva, Renata Barbosa de Araújo Dutra da; Rosa, Rosana Silva; Dias, Lucas Barbosa Santos; Depianti, Jéssica Renata Bastos","Rev. Enferm. Atual In Derme;98(2)abr.-jun. 2024.","Rev. Enferm. Atual In Derme","BDENF","article","pt","2024","Arte; Saúde Mental; Educação em Saúde; Bullying; Adolescente","","","https://fi-admin.bvsalud.org/document/view/pdfhm","Objetivo: relatar a experiência de uma atividade educativa mediada pela arte sobre o bullying com adolescentes. Método: relato de experiência de uma atividade educativa sobre bullying, realizada no mês de maio de 2023, em uma escola pública de ensino médio localizada na zona sul e em uma igreja evangélica na zona norte, ambas na cidade do Rio de Janeiro. Para a atividade, adaptou-se a Dinâmica de Criatividade e Sensibilidade - Corpo Saber, dado a sensibilidade da temática. Resultados: 42 adolescentes expressaram, por meio da arte, os sentimentos de tristeza, depressão, dor, angústia, a dor física, a automutilação e o suicídio. Eles refletiram sobre a prevenção do bullying e orientados na busca por apoio emocional com os familiares, na escola e com profissionais de saúde. Considerações finais: a atividade educativa proporcionou aos adolescentes expressarem seus sentimentos sobre o bullying e a busca por ajuda para minimizar os impactos na saúde mental",20250312,98,2,10.31011/reaid-2024-v.98-n.2-art.2131,2447-2034,,
"biblio-1580635","Inteligência artificial e as relações terapêuticas na saúde mental: possibilidades e desafios/ Artificial intelligence and therapeutic relationships in mental health: possibilities and challenges/ Inteligencia artificial y relaciones terapéuticas en salud mental: posibilidades y desafíos","Wagstaff, Christopher; Fernandes, Márcia Astrês","Rev. Enferm. Atual In Derme;98(2)abr.-jun. 2024.","Rev. Enferm. Atual In Derme","BDENF","article","pt","2024","Inteligência Artificial; Saúde Mental; Enfermagem","","","https://fi-admin.bvsalud.org/document/view/6kezh","A Inteligência Artificial (IA) tem feito incursões significativas em vários campos, inclusive na área de cuidados e serviços de saúde mental. Com o avanço das tecnologias de IA, há um interesse crescente sobre o seu potencial na transformação das relações terapêuticas. Este editorial explora esse contexto e traz reflexões sobre as possibilidades da IA substituir as relações terapêuticas, examinando benefícios, limitações, considerações éticas e possibilidades futuras. Sem dúvida, o futuro próximo residirá em funções complementares que reconheçam os benefícios da IA, embora ainda não dispensem a necessidade de terapeutas humanos. Em vez de ver a IA como um substituto para os terapeutas humanos, pode ser mais produtivo considerar a IA como complementar à terapia humana. A IA pode ajudar os terapeutas, oferecendo apoio imediato a indivíduos em crise, fornecendo estratégias de enfrentamento e acalmando as situações até que a ajuda profissional esteja disponível. Embora a IA ofereça benefícios potenciais significativos para os cuidados de saúde mental, ela não pode substituir a relação terapêutica entre um terapeuta humano e seu cliente. A profundidade de compreensão, empatia e conexão emocional que os terapeutas humanos proporcionam é insubstituível. No entanto, a IA pode desempenhar um papel complementar valioso, melhorando a acessibilidade, a consistência e a eficácia dos serviços de saúde mental",20241210,98,2,10.31011/reaid-2024-v.98-n.2-art.2289,2447-2034,,
"biblio-1585588","Mortalidade por suicidio na cidade de maringá- paraná entre 2019 e 2023/ Suicide mortality in the city of maringá- paraná between 2019 and 2023/ Mortalidad por suicidio en la ciudad de maringá- paraná entre 2019 y 2023","Evangelista, Fernanda Ferreira; Silva, Milena Grilo da; Silva, Kauã Matheus da; Ferreira, Willian Costa; Lima, Daniel Augusto Nunes de; Evangelista, Giovana Ferreira","Rev. Enferm. Atual In Derme;98(4)out.-dez. 2024.","Rev. Enferm. Atual In Derme","BDENF","article","pt","2024","Suicídio; Saúde Mental; Epidemiologia; Mortalidade","","","https://fi-admin.bvsalud.org/document/view/wqmbu","Objetivo: Analisar o perfil epidemiológico dos casos de mortalidade por suicídio em Maringá, Paraná. Método: Trata-se de um estudo descritivo e retrospectivo, de abordagem quantitativa, com dados epidemiológicos referentes a mortalidade por suicídio na população da cidade de Maringá, Paraná, entre janeiro de 2019 a dezembro de 2023. Foram utilizadas informações coletadas do Departamento de Informática do Sistema Único de Saúde, entre junho e agosto de 2024, e selecionados os códigos da Classificação Estatística Internacional de Doenças e Problemas Relacionados com a Saúde (CID-10) constantes no capítulo XX, referente às causas externas de morbidade e de mortalidade (códigos X60-X84). Os dados foram tabulados e analisados no programa Microsoft Excel e expressos em números absolutos, relativos e desvio padrão. O Teste ""T"" de Student foi utilizado para comparar os sexos, com significância definida em p < 0,05. Resultados: Foram registrados 137 casos de suicídio, sendo o enforcamento, estrangulamento e sufocação o método predominante (78/ 56,93%). Houve prevalência significativa de suicídios entre homens em todas as categorias, exceto no uso de medicamentos, onde não houve diferença estatística (p<0,05). O ano de 2023 apresentou o maior número de notificações, e setembro o mês de maior ocorrência em todos os anos avaliados. A maioria das vítimas tinham idades entre 20 e 39 anos, escolaridade de 8 a 11 anos, solteiras, autodeclaradas brancas e, na maioria das vezes, cometeram o suicídio em suas residências. Conclusão: Os resultados evidenciaram a importância de fortalecer políticas públicas em saúde mental neste município, principalmente programas de prevenção ao suicídio, com enfoque nos grupos vulneráveis e intervenções na atenção primária e nos serviços de saúde mental",20250115,98,4,10.31011/reaid-2024-v.98-n.4-art.2401,2447-2034,,
"biblio-1585212","Fatores associados a sintomas de anedonia em adolescentes: uma revisão integrativa/ Factors associated with anedonia symptoms in adolescents: an integrative review/ Factores asociados a síntomas de anedonia en adolescentes: una revisión integradora","Melo, Karine Costa; Gonçalves, Francisca Tatiana Dourado; Silva, Vitória Maria Carvalho; Batista, Ana Karinne dos Santos; Almeida, Ana Tereza Santos Dias de; Gonzaga, Gerla Pereira; Vaz, Antônio Cássio; Araujo, Zaira Arthemisa Mesquita","Rev. Enferm. Atual In Derme;98(3)jul.-set. 2024.","Rev. Enferm. Atual In Derme","BDENF","article","pt","2024","Saúde Mental; Fatores de Risco; Anedonia; Adolescente","","","https://fi-admin.bvsalud.org/document/view/4y3t6","Introdução: A adolescência é uma fase transicional da vida marcada por diversas modificações que podem deixar a saúde mental dos jovens mais vulneráveis a determinados estímulos e situações, estando sujeitos a anedonia. Objetivo: Investigar na literatura científica os fatores associados a sintomas de anedonia em adolescentes. Método: Trata-se de uma pesquisa do tipo Revisão Integrativa, realizada no ano de 2023, que buscou artigos publicados no período de 2018 a 2023, com a seguinte questão norteadora: Quais os fatores de risco comumente associados aos sintomas de anedonia em adolescente? Os descritores utilizados foram extraídos do Decs e Mesh terms e a busca foi realizada em três bases de dados, sendo elas Bireme, PubMed e Scopus. Resultados: A amostra foi composta por 10 estudos que foram selecionados por meio da aplicação dos critérios de inclusão e exclusão que foram utilizados para restringir a busca a artigos relevantes para o tema proposto, a maioria dos estudos avaliaram os níveis de anedonia e sua relação com outros transtornos, além de situações que favoreceriam o aparecimento de anedonia em adolescentes. Evidências sugerem que a anedonia pode influenciar no agravamento de transtornos mentais, como também pode surgir atreladas a eles, devido a exposição e experiências traumáticas principalmente na Infância. Conclusão: Observou-se que o trauma infantil, o transtorno do estresse pós-traumático, reduções no volume do córtex orbital frontal, a influência do apego parental e uso de telas por tempo exagerado podem trazer manifestações de anedonia",20250108,98,3,10.31011/reaid-2024-v.98-n.3-art.2296,2447-2034,,
"biblio-1580200","Saúde mental das famílias brasileiras e medidas psicoeducativas diante dos impactos da covid-19/ Mental Health of Brazilian Families and Psychoeducational Measures In Face of The Impacts of covid-19","Zanuzzi, Tamara Rodrigues Lima; Villela, Edlaine Faria de Moura","BEPA, Bol. epidemiol. paul. (Impr.);21(221): 41418, 2024.","BEPA, Bol. epidemiol. paul. (Impr.)","CONASS","article","pt","2024","Sintomas Psíquicos; Saúde Mental; Relações Familiares; Pandemias; COVID-19","","","https://periodicos.saude.sp.gov.br/BEPA182/article/view/41418/38717","A pandemia de covid-19 demonstrou que para além das medidas preventivas de transmissão do  vírus,  se  faziam  necessárias  também  medidas  de  cautela  em  relação  à  saúde  mental  de  populações que apresentavam medos e angústias profundas. Objetivos:Oferecer orientações e  recomendações  psicoeducativas  sobre  como  lidar  com  as  dificuldades  da  pandemia,  a  partir  da  percepção  de  relações  interpessoais  em  famílias  brasileiras  durante  a  pandemia  da  covid-19. Metodologia: Estudo epidemiológico transversal descritivo realizado por meio de um consórcio internacional de cientistas de diversos países. Para a coleta de dados foi utilizado um questionário on-line, disponível no site do projeto (www.icpcovid.com), previamente elaborado com  questões  sobre  como  a  covid-19  afeta  o  bem-estar  geral  das  relações  familiares.  Em  seguida os participantes receberam orientações e recomendações sobre melhor enfrentamento diante  dos  impactos  da  covid-19.  Os  indivíduos  elegíveis  para  participar  desta  pesquisa  precisavam ser adultos com 18 anos ou mais. A participação foi voluntária, sem nenhum tipo de remuneração vinculada. O estudo foi realizado no período de fevereiro de 2020 a novembro de  2022.  Resultados:  Recomendações  e  orientações  psicoeducacionais  afim  de  diminuir  o  sofrimento, oferecendo acolhimento, amparo, e construindo redes de apoio social para prover as necessidades emergentes.Conclusões: Em meio a uma situação de pandemia, as medidas psicoeducativas apresentam-se como importantes ferramentas para que as pessoas e famílias se potencializem com recursos que permitam prevenir e promover o bem-estar geral.",20241205,21,221,10.57148/bepa.2024.v.21.41418,1806-423X,,
